Taxa	BFH10_S128	BFH11_S129	BFH1_S123	BH01_S76	BH02_S77	BH03_S78	FH1_S162	FH2_S163	FH3_S164
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Unclassified Campylobacteraceae	5	0	1	2	1	2	0	1	4
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter	6	1	4	1	2	0	1	2	0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Sulfuricurvum	40	22	105	0	0	4	3	0	0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Sulfurimonas	0	0	1	0	0	0	0	1	0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Sulfurovum	0	0	3	0	0	0	0	0	0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Unclassified Helicobacteraceae	26	10	87	0	0	2	2	0	0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Unclassified Campylobacterales;	19	10	29	1	2	4	3	2	2
Bacteria;Proteobacteria;Epsilonproteobacteria;Nautiliales;Nautiliaceae;Caminibacter	0	1	2	0	0	0	0	4	0
Bacteria;Proteobacteria;Epsilonproteobacteria;Nautiliales;Nautiliaceae;Unclassified Nautiliaceae	1	2	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Epsilonproteobacteria;Unclassified Epsilonproteobacteria;;	2	0	6	0	0	2	0	1	1
Bacteria;Proteobacteria;Gammaproteobacteria;Acidithiobacillales;Acidithiobacillaceae;Acidithiobacillus	0	0	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Acidithiobacillales;KCM-B-112;Methylomonas	1	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas	1	44	4	46	314	13	594	59	61
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Oceanimonas	0	0	0	0	2	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Tolumonas	2	0	0	2	2344	8	1	2	4
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Unclassified Aeromonadaceae	0	0	1	29	1012	4	3	3	1
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Zobellella	0	0	0	0	5	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Anaerobiospirillum	1	1	0	0	0	0	3	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Unclassified Succinivibrionaceae	0	4	2	0	0	0	1	2	1
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Unclassified Aeromonadales;	1	0	0	0	2	0	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Marinobacter	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Unclassified Alteromonadaceae	0	0	0	0	0	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia	0	0	0	0	0	0	1	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas	0	0	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella	0	0	0	3	16	0	2	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Unclassified Alteromonadales;	0	0	0	0	2	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Unclassified Cardiobacteriaceae	2	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Halochromatium	0	0	0	1	2	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Rheinheimera	1	1	0	0	0	0	2	1	2
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Unclassified Chromatiaceae	1	0	2	0	0	0	1	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Unclassified Ectothiorhodospiraceae	0	0	2	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Halothiobacillaceae;Halothiobacillus	2	0	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Halothiobacillaceae;Thioalkalibacter	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Halothiobacillaceae;Thiovirga	115	19	25	0	0	34	1	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Halothiobacillaceae;Unclassified Halothiobacillaceae	2	0	3	0	0	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Unclassified Chromatiales;	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter	0	0	0	0	4	0	1	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Cronobacter	0	0	0	1	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Dickeya	0	0	0	1	14	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter	0	0	0	4	54	0	21	2	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Erwinia	1	0	0	0	0	0	5	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia-Shigella	2	3	5	2	40	0	71	26	6
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Klebsiella	0	1	0	1	60	0	20	1	1
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Morganella	0	0	0	0	1	0	7	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea	0	0	0	0	1	0	4	2	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Photorhabdus	0	0	0	0	0	0	1	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Providencia	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Salmonella	0	0	0	1	10	0	2	2	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Serratia	0	0	0	0	0	0	15	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Unclassified Enterobacteriaceae	3	6	2	30	721	4	825	85	12
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia	0	0	0	0	2	0	4	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Unclassified Coxiellaceae	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella	1	0	1	0	1	1	0	0	3
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Unclassified Legionellaceae	0	0	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylocaldum	0	1	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomicrobium	1	0	0	0	2	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas	9	2	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Unclassified Methylococcaceae	4	2	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Unclassified Methylococcales;	1	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Kangiella	0	0	0	0	0	0	1	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Hahellaceae;Hahella	0	0	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas	0	0	0	1	0	0	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinomonas	1	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinospirillum	0	0	0	0	0	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Unclassified Oceanospirillales;	1	0	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Order Incertae Sedis;Family Incertae Sedis;Alkalimonas	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Order Incertae Sedis;Family Incertae Sedis;Gallaecimonas	0	0	0	1	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Order Incertae Sedis;Family Incertae Sedis;Thiohalophilus	0	0	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter	0	0	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus	0	2	0	0	2	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Unclassified Pasteurellaceae	1	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Unclassified Pasteurellales;	1	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	7	42	24	9	23	4	754	932	435
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Alkanindiges	0	1	0	0	0	0	1	0	2
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter	0	0	0	0	2	0	1	14	3
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella	0	1	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Perlucidibaca	0	3	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter	1	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Unclassified Moraxellaceae	0	1	0	0	0	3	6	21	8
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Cellvibrio	0	0	0	0	0	0	5	4	1
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	3	18	110	20	8	9	115	90	41
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Unclassified Pseudomonadaceae	0	0	9	0	1	0	0	2	2
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Unclassified Pseudomonadales;	0	1	7	0	2	0	0	0	4
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Methylophaga	0	0	0	0	0	0	0	2	0
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix	0	6	3	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Unclassified Thiotrichaceae	0	0	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Unclassified Gammaproteobacteria;;	28	22	16	39	1165	31	158	39	33
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Unclassified Vibrionaceae	0	0	0	0	7	0	8	1	1
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio	0	0	1	0	2	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;Nevskia	0	0	0	0	0	0	0	0	2
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Dokdonella	0	0	0	0	0	0	1	2	4
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Dyella	0	1	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteibacter	0	0	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter	0	0	0	0	0	0	2	2	1
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas	0	0	0	0	0	1	0	1	1
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Rhodanobacter	0	1	0	0	0	0	1	0	2
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas	0	2	0	2	0	1	9	7	3
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Thermomonas	0	0	0	0	0	0	3	3	1
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Unclassified Xanthomonadaceae	1	3	0	3	4	3	13	10	12
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas	0	0	0	0	0	0	2	5	3
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xylella	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Unclassified Proteobacteria;;;	85	49	25	14	19	30	9	12	5
Bacteria;Spirochaetes;Spirochaetes;Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans str. Evry;Unclassified Candidatus Cloacamonas acidaminovorans str. Evry	1	3	3	0	0	0	0	0	0
Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Leptospiraceae;Leptonema	0	0	0	0	0	0	0	1	0
Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Leptospiraceae;Leptospira	0	0	1	0	0	2	0	0	0
Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Leptospiraceae;Unclassified Leptospiraceae	0	0	0	1	0	1	0	0	0
Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta	2	3	7	0	0	3	0	0	0
Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	19	12	15	1	0	3	0	0	0
Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Unclassified Spirochaetaceae	34	11	18	0	1	2	0	1	0
Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Unclassified Spirochaetales;	2	2	0	0	0	0	0	0	0
Bacteria;Spirochaetes;Spirochaetes;Unclassified Spirochaetes;;	1	2	1	0	0	0	0	0	0
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Aminiphilus	0	0	0	0	0	0	0	0	1
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Aminobacterium	0	1	2	0	0	5	0	0	0
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Aminomonas	0	0	1	0	1	2	0	0	0
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Candidatus Tammella	1	0	0	0	0	0	0	0	0
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Cloacibacillus	2	2	3	0	2	5	0	0	0
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Dethiosulfovibrio	0	0	0	0	0	1	0	1	0
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Thermanaerovibrio	2	0	2	0	1	2	0	0	0
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Unclassified Synergistaceae	25	6	51	0	9	68	1	0	0
Bacteria;Synergistetes;Synergistia;Synergistales;Unclassified Synergistales;	1	0	0	0	0	1	0	0	0
Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma	0	2	1	0	0	1	1	1	0
Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Incertae Sedis	0	1	0	0	0	0	0	0	0
Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Unclassified Spiroplasmataceae	0	0	0	0	0	0	0	0	1
Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Unclassified Entomoplasmatales;	1	0	0	0	0	0	0	0	0
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma	0	0	2	0	0	0	0	0	0
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Unclassified Mycoplasmataceae	2	0	4	0	0	0	0	0	0
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Unclassified Mycoplasmatales;	5	1	0	0	0	0	0	0	0
Bacteria;Tenericutes;Mollicutes;Unclassified Mollicutes;;	0	0	0	0	0	0	0	3	1
Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;EM3	0	0	1	0	0	0	0	0	0
Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Fervidobacterium	0	1	1	0	0	0	0	0	0
Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Marinitoga	0	0	0	0	2	0	0	0	0
Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Thermosipho	3	0	0	0	0	0	0	0	0
Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Unclassified Thermotogaceae	1	0	0	0	0	1	0	0	0
Bacteria;Unclassified Bacteria;;;;	272	178	358	50	66	157	56	52	77
Bacteria;Verrucomicrobia;OPB35 soil group;Unclassified OPB35 soil group;;	4	5	11	0	3	11	1	0	1
Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus	9	2	2	1	1	1	3	1	4
Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Unclassified Opitutaceae	2	2	0	0	1	1	0	0	0
Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Cerasicoccus	1	1	0	0	0	0	0	0	0
Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Pelagicoccus	0	0	1	0	0	0	0	0	0
Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Unclassified Puniceicoccaceae	0	1	1	0	0	0	0	0	0
Bacteria;Verrucomicrobia;Opitutae;Unclassified Opitutae;;	2	4	0	1	1	2	1	0	0
Bacteria;Verrucomicrobia;Spartobacteria;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter	0	0	0	0	0	1	0	0	0
Bacteria;Verrucomicrobia;Unclassified Verrucomicrobia;;;	5	11	13	0	1	4	2	0	1
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Unclassified Verrucomicrobiales;	0	0	3	0	0	0	1	0	0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Akkermansia	0	0	0	0	0	0	6	0	0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Roseibacillus	3	0	2	0	0	1	0	0	0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Unclassified Verrucomicrobiaceae	1	0	4	0	0	0	6	1	3
